seatid,price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,sold_first_hour
62396,171,131,13,45,71,2,246,151,General,0.47,0.61,Slow,0.52,0,0
62397,3358,13,0,18,68,2,233,165,VIP,0.1,1,Medium,0.61,1,0
62398,283,158,5,5,65,0,207,168,General,0.28,0.07,Medium,0.68,1,1
62399,2507,28,0,83,57,0,148,207,VIP,0.14,1,Slow,0.71,1,0
62400,1593,43,7,23,68,3,287,159,Premium,0.31,0.44,Medium,0.48,1,0
62401,2185,40,4,74,65,1,223,256,VIP,0.03,0.72,Fast,0.22,0,0
62402,1293,41,0,6,46,0,173,129,Premium,0.12,0.08,Fast,0.34,1,0
62403,362,115,11,88,70,0,354,141,General,0.31,0.72,Medium,0.35,0,0
62404,295,89,6,84,63,1,167,189,General,0.15,0.73,Slow,0.6,1,0
62405,2884,23,3,16,64,1,317,206,VIP,0.29,0.93,Fast,0.16,0,0
62406,153,138,16,57,60,3,293,170,General,0.24,0.95,Fast,0.32,0,1
62407,842,36,4,54,61,0,172,181,General,0.16,1,Medium,0.33,1,0
62408,338,125,9,15,60,1,213,205,General,0.31,0.17,Slow,0.66,1,0
62409,151,117,18,7,81,3,204,206,General,0.48,0.92,Medium,0.54,0,1
62410,2871,36,3,68,58,1,191,185,VIP,0.14,0.33,Slow,0.59,1,0
62411,3115,33,0,68,62,0,272,147,VIP,0.24,1,Fast,0.16,0,0
62412,97,127,10,89,76,3,378,177,General,0.37,0.57,Medium,0.34,0,1
62413,244,135,14,11,67,2,227,119,General,0.56,0.79,Medium,0.39,0,1
62414,2947,21,5,22,72,0,194,247,VIP,0.16,1,Slow,0.55,1,0
62415,2185,19,10,24,70,2,284,208,VIP,0.26,1,Medium,0.68,1,0
62416,401,103,11,70,64,3,265,228,General,0.23,0.04,Medium,0.45,0,0
62417,1235,24,9,66,62,2,285,238,Premium,0.51,0.79,Slow,0.51,1,0
62418,2745,37,0,40,56,1,244,215,VIP,0.11,0.9,Medium,0.44,0,0
62419,444,144,15,31,71,1,189,237,General,0.25,0.16,Medium,0.64,0,0
62420,2248,40,3,61,63,1,245,221,VIP,0.28,0.65,Medium,0.32,0,0
62421,2035,36,0,84,59,0,296,205,VIP,0.02,0.94,Fast,0.39,0,0
62422,2903,32,3,26,60,3,274,123,VIP,0.42,1,Fast,0.1,0,0
62423,471,125,14,38,69,2,289,266,General,0.34,0.14,Fast,0.32,1,1
62424,172,111,5,46,72,1,284,180,General,0.19,0.28,Medium,0.39,0,0
62425,428,23,0,44,55,1,146,180,General,0.21,0.19,Medium,0.49,1,1
62426,3039,40,7,29,61,3,203,160,VIP,0.32,1,Fast,0.43,0,0
62427,731,39,6,62,59,2,278,112,General,0.07,0.85,Medium,0.66,0,1
62428,383,122,15,76,71,3,308,256,General,0.1,0,Medium,0.64,1,0
62429,2290,23,1,32,67,3,217,172,VIP,0.23,0.62,Slow,0.73,1,0
62430,2578,23,7,52,59,1,273,146,VIP,0.27,1,Slow,0.66,1,0
62431,1055,60,0,71,68,2,268,174,Premium,0.13,0.82,Medium,0.36,0,0
62432,1412,31,0,12,66,1,257,231,Premium,0.18,0.69,Medium,0.35,0,0
62433,416,103,15,2,72,2,323,207,General,0.28,0.23,Fast,0.46,0,0
62434,2219,29,3,59,67,3,230,137,VIP,0.35,1,Fast,0.3,0,0
62435,353,126,14,72,70,1,318,223,General,0.39,0.01,Medium,0.38,1,1
62436,2723,26,0,33,54,1,197,152,VIP,0.22,0.35,Medium,0.45,0,0
62437,305,115,9,47,63,1,184,217,General,0.26,0.07,Medium,0.33,0,1
62438,3357,21,0,18,64,1,284,240,VIP,0.28,0.77,Medium,0.66,0,0
62439,2405,18,0,72,73,2,354,195,VIP,0.23,1,Fast,0.27,0,0
62440,208,139,14,23,76,1,279,245,General,0.27,0.58,Fast,0.24,0,1
62441,226,126,10,31,65,1,317,115,General,0.07,0.89,Medium,0.36,0,0
62442,2552,27,0,58,51,1,214,172,VIP,0.15,0.83,Slow,0.73,1,0
62443,3002,35,1,34,56,2,249,181,VIP,0.18,0.49,Medium,0.67,0,0
62444,1993,24,6,5,67,1,328,246,VIP,0.25,0.95,Slow,0.8,1,0
62445,1501,26,13,49,70,2,233,180,Premium,0.27,0.24,Slow,0.56,0,0
62446,167,148,15,85,79,3,315,284,General,0.59,0.24,Medium,0.47,0,1
62447,2677,23,5,4,73,0,255,147,VIP,0.22,1,Medium,0.37,1,0
62448,2138,38,0,30,67,2,224,205,VIP,0.22,1,Medium,0.55,0,0
62449,332,111,5,69,60,0,252,255,General,0.39,0.31,Slow,0.82,1,0
62450,1324,23,11,25,75,2,272,195,Premium,0.22,0.94,Medium,0.64,0,0
62451,2653,12,0,75,61,1,230,184,VIP,0.21,0.63,Slow,0.67,1,0
62452,3034,26,8,62,72,3,225,223,VIP,0.43,1,Medium,0.54,0,0
62453,368,108,7,85,66,3,259,246,General,0.29,0.26,Slow,0.67,1,0
62454,2596,42,0,0,68,3,231,211,VIP,0.29,0.7,Slow,0.79,0,0
62455,2292,33,0,73,61,1,292,200,VIP,0.08,0.64,Fast,0.22,0,0
62456,3621,22,9,45,68,1,225,149,VIP,0.23,1,Slow,0.61,1,0
62457,298,119,16,82,67,1,277,158,General,0.33,0.33,Slow,0.74,1,0
62458,1384,46,6,3,64,3,205,213,Premium,0.24,0.46,Slow,0.62,1,0
62459,1224,29,5,19,65,3,262,188,Premium,0.27,0.46,Fast,0.2,1,0
62460,1027,56,5,41,71,1,217,231,Premium,0.2,0.35,Fast,0.38,0,0
62461,292,110,5,35,63,3,289,212,General,0.36,0.47,Medium,0.45,1,0
62462,368,101,3,20,58,2,273,134,General,0.17,0.79,Medium,0.32,1,0
62463,3328,33,2,29,67,1,185,237,VIP,0.12,0.9,Slow,0.9,1,0
62464,122,129,4,40,64,1,175,119,General,0.11,0.98,Fast,0.23,0,1
62465,524,87,0,42,53,1,233,174,General,0.11,0.41,Medium,0.34,1,0
62466,410,115,11,28,69,2,202,220,General,0.24,0.2,Fast,0.35,0,0
62467,983,35,1,72,65,1,303,74,Premium,0.11,0.68,Fast,0.48,0,0
62468,333,109,10,50,73,1,236,217,General,0.22,0.3,Slow,0.88,1,0
62469,388,88,11,8,54,0,147,98,General,0.3,0.25,Medium,0.51,1,0
62470,297,138,18,53,79,3,387,255,General,0.48,0.96,Fast,0.38,0,1
62471,1285,46,6,9,67,0,177,212,Premium,0.32,0.12,Fast,0.2,0,0
62472,2688,24,1,70,47,0,156,155,VIP,0.21,0.5,Fast,0.18,0,0
62473,277,144,10,87,67,2,337,144,General,0.31,0.55,Fast,0.44,1,0
62474,3017,26,5,74,63,2,250,174,VIP,0.46,1,Medium,0.38,0,0
62475,334,114,11,17,74,0,289,223,General,0.28,0.94,Medium,0.67,0,0
62476,2284,37,4,82,57,2,167,135,VIP,0.25,0.37,Fast,0.44,0,0
62477,103,128,16,79,85,0,284,300,General,0.25,0.53,Slow,0.69,1,1
62478,297,113,19,18,75,3,214,167,General,0.33,0.26,Fast,0.3,1,1
62479,2378,33,4,80,75,1,351,244,VIP,0.23,1,Fast,0.28,0,0
62480,2213,37,2,69,61,3,239,206,VIP,0.33,1,Slow,0.68,1,0
62481,243,122,21,20,80,0,361,255,General,0.34,0.29,Slow,0.85,1,1
62482,2667,17,1,19,57,1,257,134,VIP,0.34,1,Fast,0.19,0,0
62483,264,150,20,7,74,0,223,267,General,0.44,0.37,Fast,0.43,0,1
62484,2401,36,0,69,54,1,176,214,VIP,0.03,1,Fast,0.27,1,0
62485,335,111,7,78,64,0,256,172,General,0.16,0.78,Fast,0.24,0,0
62486,362,97,10,64,69,2,298,161,General,0.41,0.96,Slow,0.53,0,0
62487,178,149,16,81,75,2,356,174,General,0.52,0.13,Slow,0.79,1,1
62488,217,159,23,54,81,0,373,311,General,0.46,0.38,Slow,0.84,1,1
62489,122,136,15,4,74,2,206,146,General,0.21,0.81,Fast,0.32,0,1
62490,340,117,6,64,48,2,205,119,General,0.33,0.9,Slow,0.62,1,0
62491,2566,30,1,72,59,1,180,156,VIP,0.19,1,Fast,0.14,0,0
62492,151,137,20,59,85,0,338,280,General,0.55,0.3,Fast,0.22,0,1
62493,814,107,7,44,66,1,260,169,Premium,0.39,0.47,Slow,0.64,1,0
62494,1273,32,0,43,60,3,191,258,Premium,0.21,0.3,Fast,0.25,0,0
62495,368,90,10,69,74,0,272,227,General,0.31,0.53,Fast,0.17,0,0
62496,2565,36,8,64,62,3,172,199,VIP,0.3,0.82,Fast,0.44,0,0
62497,1423,27,0,89,62,3,189,155,Premium,0.28,0.94,Fast,0.49,0,0
62498,1721,34,0,4,52,2,257,196,Premium,0.23,0.69,Slow,0.61,1,0
62499,3165,21,0,85,58,1,170,141,VIP,0,1,Slow,0.79,1,0
62500,2491,17,0,83,56,1,224,134,VIP,0.02,0.78,Medium,0.32,1,0
62501,319,107,14,35,83,4,294,275,General,0.47,0.61,Fast,0.11,0,1
62502,896,32,7,26,75,2,220,266,Premium,0.33,0.46,Medium,0.3,1,0
62503,747,26,6,62,65,1,310,205,General,0.3,0.51,Fast,0.11,1,0
62504,310,124,5,26,68,2,331,118,General,0.53,0.61,Medium,0.65,1,1
62505,2572,23,0,77,63,1,198,186,VIP,0.39,0.37,Slow,0.6,1,0
62506,557,116,8,52,63,0,312,220,General,0.4,0.68,Slow,0.69,1,1
62507,2721,19,0,83,54,0,191,234,VIP,0.13,1,Fast,0.41,0,0
62508,410,104,7,2,68,1,236,174,General,0.38,0.4,Slow,0.89,1,0
62509,1257,29,2,89,66,3,303,192,Premium,0.23,0.61,Slow,0.69,0,1
62510,2635,25,3,23,65,2,180,201,VIP,0.3,0.69,Medium,0.51,0,0
62511,922,46,3,60,64,1,304,234,Premium,0.23,0.98,Fast,0.12,0,0
62512,3237,28,0,69,64,3,262,227,VIP,0.18,0.95,Medium,0.66,1,0
62513,2996,15,5,82,69,2,334,105,VIP,0.15,1,Fast,0.37,1,0
62514,227,118,11,52,68,0,328,199,General,0.36,0.92,Fast,0.25,1,1
62515,206,120,15,6,77,1,330,232,General,0.43,0.11,Medium,0.58,1,1
62516,2881,37,10,8,67,1,238,191,VIP,0.37,0.58,Fast,0.28,1,0
62517,3077,11,0,18,63,3,173,187,VIP,0.1,0.94,Fast,0.24,0,0
62518,367,125,12,79,68,1,193,178,General,0.36,0.31,Fast,0.45,0,1
62519,47,145,24,51,85,3,344,228,General,0.67,0.01,Medium,0.64,0,1
62520,1129,35,6,8,55,2,260,94,Premium,0.2,0.19,Fast,0.18,0,0
62521,2280,37,1,48,59,1,172,211,VIP,0.27,1,Slow,0.56,1,0
62522,3033,34,3,47,69,2,197,237,VIP,0.2,0.77,Fast,0.37,1,0
62523,3168,12,4,89,57,2,241,181,VIP,0.39,0.51,Slow,0.88,1,0
62524,2660,17,5,76,67,2,193,123,VIP,0.24,0.45,Medium,0.38,1,0
62525,333,149,19,74,78,3,295,239,General,0.34,0.38,Fast,0.41,0,1
62526,306,140,28,68,85,4,363,298,General,0.4,0.34,Slow,0.65,1,0
62527,299,120,16,6,75,3,199,295,General,0.18,0.9,Medium,0.39,1,1
62528,2579,12,1,23,53,2,202,148,VIP,0.38,0.31,Fast,0.22,0,0
62529,2672,21,0,13,61,1,255,153,VIP,0.15,1,Fast,0.32,0,0
62530,987,37,4,60,61,1,291,172,Premium,0.25,0.3,Medium,0.34,1,0
62531,2248,26,11,69,76,3,262,261,VIP,0.45,1,Slow,0.83,1,0
62532,1565,33,3,64,67,1,210,196,Premium,0.28,0.19,Slow,0.7,1,0
62533,407,127,14,43,73,2,245,219,General,0.4,0.1,Medium,0.56,1,0
62534,1556,28,2,74,56,1,189,225,Premium,0.21,0.7,Medium,0.57,0,0
62535,1592,19,2,39,62,3,235,215,Premium,0.21,0.93,Medium,0.33,0,0
62536,3379,38,8,43,71,2,335,289,VIP,0.28,0.89,Fast,0.48,1,0
62537,2600,22,1,82,67,2,174,190,VIP,0.27,0.93,Slow,0.51,1,0
62538,1274,40,14,12,73,3,227,163,Premium,0.37,0.93,Slow,0.85,1,1
62539,287,132,23,16,76,1,374,201,General,0.35,0.05,Slow,0.6,1,1
62540,167,134,1,39,64,0,189,100,General,0.33,0.42,Fast,0.47,1,1
62541,2818,20,0,4,49,1,156,117,VIP,0.04,0.37,Fast,0.25,1,0
62542,2871,21,2,87,61,2,290,181,VIP,0.19,0.35,Medium,0.69,1,0
62543,340,111,20,70,81,4,385,162,General,0.42,0.73,Fast,0.47,1,1
62544,1310,36,1,8,59,1,261,208,Premium,0.07,0.07,Fast,0.33,0,0
62545,321,118,14,25,85,4,360,332,General,0.28,0.93,Medium,0.62,0,1
62546,344,138,20,53,76,2,300,229,General,0.37,0.84,Slow,0.72,1,1
62547,3315,33,5,73,59,2,208,219,VIP,0.1,0.47,Slow,0.76,1,0
62548,279,133,9,74,75,3,276,222,General,0.12,0.88,Fast,0.22,0,1
62549,2533,30,8,12,70,0,274,176,VIP,0.37,1,Medium,0.33,1,0
62550,2578,22,0,47,70,1,250,184,VIP,0.2,0.77,Fast,0.11,0,0
62551,3779,25,0,15,56,0,248,157,VIP,0.34,0.65,Medium,0.37,0,0
62552,203,123,2,10,57,0,219,256,General,0.31,0.63,Medium,0.61,0,0
62553,3137,25,1,24,68,0,198,223,VIP,0.2,0.83,Medium,0.61,0,0
62554,1162,36,2,63,57,2,213,185,Premium,0.31,0.64,Fast,0.15,0,0
62555,157,124,11,24,82,1,354,184,General,0.25,0.89,Fast,0.15,0,1
62556,575,37,5,8,67,1,245,165,General,0.3,0.72,Slow,0.62,1,0
62557,1210,23,3,57,66,2,213,183,Premium,0.29,0.82,Slow,0.53,1,1
62558,1802,28,5,2,68,1,228,159,Premium,0.08,0.47,Fast,0.49,0,0
62559,1094,42,0,35,61,1,155,142,Premium,0.3,0.49,Medium,0.68,0,0
62560,787,32,3,31,61,1,296,185,General,0.28,0.78,Medium,0.35,1,0
62561,1915,39,1,19,62,2,188,165,VIP,0.19,0.73,Fast,0.18,0,0
62562,2243,33,0,1,72,0,318,135,VIP,0.16,0.81,Fast,0.39,0,0
62563,3588,14,7,71,64,2,208,137,VIP,0.23,0.48,Slow,0.9,0,0
62564,320,99,13,35,71,1,300,257,General,0.37,0.87,Slow,0.65,1,0
62565,208,134,10,73,68,1,178,319,General,0.27,0.93,Fast,0.31,0,1
62566,388,121,9,54,73,0,294,172,General,0.31,0.65,Medium,0.48,0,0
62567,2897,14,7,29,64,1,270,133,VIP,0.31,0.39,Medium,0.66,0,0
62568,310,144,0,78,70,0,310,178,General,0.15,0.46,Fast,0.44,0,0
62569,460,112,11,31,74,1,345,315,General,0.22,0.46,Fast,0.12,0,1
62570,322,136,7,58,58,1,273,182,General,0.35,0.78,Medium,0.55,0,0
62571,2709,44,11,22,65,1,179,160,VIP,0.59,0.92,Slow,0.69,1,0
62572,1355,39,1,36,65,3,270,201,Premium,0.12,0.85,Fast,0.46,1,1
62573,253,133,13,16,73,2,361,159,General,0.67,0.46,Slow,0.63,0,1
62574,1127,35,0,65,59,1,261,107,Premium,0.24,0.71,Fast,0.37,0,0
62575,261,113,1,36,64,2,237,298,General,0.31,0.03,Fast,0.3,1,0
62576,1270,31,0,35,61,3,240,282,Premium,0.32,0.56,Fast,0.11,0,0
62577,510,103,11,69,79,3,210,238,General,0.5,0.3,Fast,0.34,0,1
62578,232,140,9,43,73,3,320,238,General,0.26,0.56,Medium,0.32,1,0
62579,3068,21,3,9,67,0,270,220,VIP,0.36,0.88,Medium,0.32,1,0
62580,2778,27,1,10,63,0,239,120,VIP,0.2,1,Slow,0.83,1,0
62581,1455,36,9,16,56,1,238,188,Premium,0.22,0.04,Slow,0.67,1,0
62582,144,126,5,68,69,1,244,142,General,0.39,0.97,Fast,0.4,0,1
62583,1332,14,0,23,67,1,255,227,Premium,0.32,0.2,Medium,0.57,0,0
62584,1252,6,1,89,60,3,273,231,Premium,0.23,0.01,Fast,0.43,0,0
62585,384,128,10,27,64,1,201,176,General,0.18,0.4,Slow,0.73,0,0
62586,2718,14,0,42,56,2,170,196,VIP,0,0.81,Fast,0.24,0,0
62587,2800,36,2,0,53,1,175,115,VIP,0.16,0.67,Medium,0.31,0,0
62588,197,99,5,52,72,2,260,139,General,0.27,0.49,Fast,0.38,0,1
62589,2008,35,5,61,61,3,212,229,VIP,0.32,1,Slow,0.58,1,0
62590,224,147,14,65,75,1,324,171,General,0.59,0.49,Fast,0.16,1,1
62591,1303,44,9,2,73,2,228,178,Premium,0.3,0.81,Fast,0.33,0,0
62592,392,126,11,76,72,2,288,233,General,0.33,0.63,Medium,0.33,0,1
62593,286,126,9,89,59,1,155,123,General,0.24,0.33,Fast,0.16,0,1
62594,228,126,14,29,73,3,217,286,General,0.57,0.85,Medium,0.31,0,1
62595,179,132,4,29,60,2,246,201,General,0.33,0.13,Medium,0.43,1,1
62596,2537,27,4,48,58,2,269,219,VIP,0.06,1,Slow,0.75,0,0
62597,492,111,0,79,53,2,170,182,General,0.37,0.68,Fast,0.35,0,0
62598,2953,21,8,14,57,1,186,210,VIP,0.33,0.76,Fast,0.33,0,0
62599,287,111,16,27,72,3,312,334,General,0.46,0.61,Fast,0.47,1,1
62600,387,117,16,58,81,1,343,250,General,0.24,0.78,Fast,0.31,0,1
62601,1227,37,0,44,50,1,215,85,Premium,0.11,0.47,Medium,0.65,0,0
62602,2900,28,0,18,62,3,224,140,VIP,0.31,1,Medium,0.55,0,0
62603,291,117,12,43,87,3,350,232,General,0.33,0.88,Fast,0.15,0,1
62604,2579,35,7,69,64,3,261,241,VIP,0.33,0.39,Slow,0.88,1,0
62605,3070,13,2,20,67,2,194,250,VIP,0.05,0.48,Fast,0.47,0,0
62606,2341,30,0,6,47,2,231,62,VIP,0.27,1,Fast,0.2,0,0
62607,453,113,19,78,80,0,311,227,General,0.41,0.53,Slow,0.88,1,1
62608,1152,39,5,20,63,2,232,167,Premium,0.42,0.01,Fast,0.35,0,0
62609,128,159,8,68,54,1,205,179,General,0.07,0.58,Medium,0.54,0,0
62610,332,132,14,62,78,3,351,115,General,0.28,0.56,Slow,0.57,1,1
62611,490,123,10,23,69,0,203,175,General,0.31,0.14,Slow,0.75,0,0
62612,254,133,14,75,72,0,357,286,General,0.48,0.65,Medium,0.55,0,1
62613,281,112,9,47,64,2,256,138,General,0.36,0.95,Fast,0.43,0,0
62614,174,147,5,6,64,1,288,271,General,0.39,0.85,Fast,0.23,1,1
62615,322,134,11,62,70,1,239,141,General,0.29,0.25,Slow,0.52,1,1
62616,1530,8,0,12,52,1,164,179,Premium,0.13,0.13,Fast,0.13,0,0
62617,197,119,0,9,64,0,206,113,General,0.1,0.93,Fast,0.37,1,1
62618,1394,8,11,34,71,2,301,280,Premium,0.43,0.1,Medium,0.3,0,0
62619,390,127,18,43,72,2,207,231,General,0.4,0.35,Slow,0.67,1,0
62620,77,116,13,49,68,2,195,180,General,0.35,0.61,Slow,0.61,1,1
62621,3059,36,0,41,61,2,239,220,VIP,0.2,0.61,Fast,0.16,1,0
62622,2400,37,3,37,50,1,141,83,VIP,0.16,1,Fast,0.4,0,0
62623,2405,42,0,19,61,1,210,240,VIP,0.24,0.38,Medium,0.39,1,0
62624,293,118,15,15,73,0,275,153,General,0.21,0.2,Slow,0.68,1,0
62625,1994,28,5,37,65,1,239,137,VIP,0.21,0.77,Medium,0.61,1,0
62626,2751,23,0,37,62,1,267,151,VIP,0.05,1,Medium,0.67,0,0
62627,2336,32,5,18,70,2,347,282,VIP,0.42,1,Fast,0.42,0,0
62628,2370,10,0,55,46,0,153,99,VIP,0.09,0.65,Medium,0.32,0,0
62629,3062,31,0,33,53,2,155,146,VIP,0.22,0.97,Slow,0.9,1,0
62630,1606,19,6,8,66,2,299,141,VIP,0.18,1,Slow,0.87,1,0
62631,2492,40,0,82,49,1,211,205,VIP,0.11,0.45,Fast,0.31,0,0
62632,1843,32,0,76,59,2,178,130,VIP,0.15,1,Slow,0.86,1,0
62633,2939,17,0,10,67,0,325,208,VIP,0.15,0.6,Slow,0.87,1,0
62634,365,95,3,49,53,2,235,169,General,0.38,0.67,Medium,0.66,0,0
62635,222,118,15,69,79,3,312,231,General,0.33,0.16,Fast,0.49,0,1
62636,285,133,4,73,68,2,250,124,General,0.3,0.86,Slow,0.76,0,1
62637,1487,25,1,76,56,2,210,122,Premium,0.14,0.47,Slow,0.58,1,0
62638,3054,36,0,21,50,1,196,153,VIP,0.06,0.91,Slow,0.81,1,0
62639,443,109,7,6,66,2,180,114,General,0.28,0.38,Fast,0.35,0,1
62640,2256,31,0,73,59,0,162,107,VIP,0.16,0.53,Medium,0.4,0,0
62641,2839,29,0,2,64,3,241,102,VIP,0.32,0.31,Fast,0.23,0,0
62642,2878,23,4,11,68,2,289,165,VIP,0.28,1,Medium,0.34,0,0
62643,1382,25,2,34,58,2,243,210,Premium,0.12,0.13,Medium,0.3,0,1
62644,3520,14,6,37,56,1,181,141,VIP,0.37,0.43,Medium,0.63,1,0
62645,2819,16,10,44,67,1,200,229,VIP,0.43,1,Fast,0.41,0,0
62646,143,141,9,65,72,2,251,146,General,0.28,0.01,Slow,0.68,1,1
62647,2676,20,3,17,53,0,208,120,VIP,0.28,1,Fast,0.4,0,0
62648,2801,24,0,63,49,0,232,176,VIP,0.12,0.82,Slow,0.53,1,0
62649,2317,29,2,62,50,1,170,125,VIP,0.4,0.7,Slow,0.57,0,0
62650,2760,35,3,34,55,2,239,266,VIP,0.17,1,Medium,0.47,0,0
62651,2791,36,1,17,53,0,240,100,VIP,0.33,0.75,Slow,0.53,1,0
62652,2985,31,4,61,52,2,181,114,VIP,0.37,0.37,Fast,0.4,0,0
62653,1365,52,3,14,63,1,246,213,Premium,0.23,0.91,Medium,0.48,1,1
62654,3143,29,0,48,59,0,169,212,VIP,0.24,0.89,Medium,0.45,1,0
62655,267,114,5,13,63,2,172,188,General,0.15,0.36,Fast,0.39,0,1
62656,1485,30,0,84,57,1,199,172,Premium,0.29,0.44,Slow,0.72,1,0
62657,3518,18,0,80,63,3,268,296,VIP,0.27,1,Slow,0.51,1,0
62658,2883,24,2,37,63,0,178,262,VIP,0.14,0.67,Fast,0.19,0,0
62659,331,120,7,86,65,0,240,226,General,0.19,0.02,Slow,0.66,1,0
62660,420,129,16,34,75,1,345,252,General,0.35,0.96,Slow,0.61,0,0
62661,433,106,10,77,79,3,396,205,General,0.46,0.92,Slow,0.59,0,1
62662,3146,15,0,13,68,2,201,134,VIP,0.26,0.79,Medium,0.48,0,0
62663,3756,9,6,68,61,1,165,149,VIP,0.43,0.33,Medium,0.31,1,0
62664,672,45,5,72,66,0,288,216,General,0.39,0.34,Medium,0.42,0,0
62665,461,97,4,51,65,1,247,135,General,0.22,0.04,Medium,0.33,1,0
62666,2412,14,5,17,62,3,218,180,VIP,0.29,0.62,Fast,0.25,1,0
62667,1328,41,10,41,64,1,180,129,Premium,0.39,0.9,Slow,0.86,0,0
62668,3481,14,0,32,69,1,258,236,VIP,0.05,0.48,Slow,0.6,1,0
62669,388,107,0,29,60,2,246,193,General,0.2,0.71,Slow,0.57,0,0
62670,3099,23,11,81,81,2,250,235,VIP,0.42,0.32,Medium,0.53,1,0
62671,359,106,4,11,68,0,321,207,General,0.2,0.99,Medium,0.47,1,1
62672,2541,23,0,20,50,1,218,118,VIP,0.21,0.72,Fast,0.39,0,0
62673,266,119,7,44,64,1,258,138,General,0.03,0,Medium,0.43,0,1
62674,1466,38,8,57,63,0,182,272,Premium,0.38,0.38,Fast,0.45,0,0
62675,2186,41,2,44,56,2,182,111,VIP,0.33,1,Medium,0.38,0,0
62676,2584,30,0,36,55,1,253,85,VIP,0.08,1,Fast,0.18,0,0
62677,2174,24,5,67,59,0,159,217,VIP,0.14,1,Slow,0.58,1,0
62678,2872,39,6,33,65,3,258,156,VIP,0.15,0.52,Medium,0.39,0,0
62679,119,138,6,34,66,2,190,171,General,0.3,0.6,Fast,0.4,1,1
62680,3550,22,5,88,63,1,239,149,VIP,0,0.59,Medium,0.48,1,0
62681,2765,25,3,45,66,2,211,194,VIP,0.06,0.4,Slow,0.72,0,0
62682,2078,24,12,81,66,1,207,235,VIP,0.26,0.4,Medium,0.63,1,0
62683,475,97,6,14,67,1,322,149,General,0.32,0.99,Slow,0.67,1,1
62684,2499,34,3,68,68,2,268,195,VIP,0.29,0.72,Fast,0.13,0,0
62685,150,135,13,67,64,1,263,148,General,0.35,0.54,Fast,0.3,0,0
62686,3106,27,0,21,56,2,226,195,VIP,0.16,1,Medium,0.6,0,0
62687,220,102,18,30,72,2,257,208,General,0.39,0.49,Fast,0.32,0,1
62688,1254,22,3,72,62,0,263,206,Premium,0.24,0.11,Fast,0.26,0,0
62689,665,55,6,82,63,3,298,129,General,0.37,0.39,Medium,0.46,0,0
62690,403,109,8,10,72,2,342,210,General,0.28,0.12,Medium,0.54,1,0
62691,535,93,2,40,58,1,214,235,General,0.35,0.56,Medium,0.43,1,0
62692,51,139,28,5,87,0,312,255,General,0.51,0.3,Fast,0.44,0,1
62693,261,136,12,20,65,1,271,169,General,0.3,0.8,Fast,0.4,1,0
62694,262,131,12,71,69,2,286,76,General,0.61,0.98,Slow,0.79,1,0
62695,1072,42,0,38,64,2,215,92,Premium,0.29,0.14,Fast,0.48,0,0
62696,147,118,7,8,67,3,311,155,General,0.22,0.38,Slow,0.51,1,0
62697,1305,34,0,48,54,1,230,185,Premium,0.27,0.16,Slow,0.53,1,0
62698,2855,23,0,72,72,1,192,126,VIP,0.38,1,Fast,0.41,0,0
62699,253,125,16,57,75,2,364,205,General,0.36,0.72,Medium,0.35,0,1
62700,2097,38,6,75,59,0,243,204,VIP,0.12,0.91,Fast,0.43,0,0
62701,261,135,18,25,68,0,192,208,General,0.37,0.33,Fast,0.13,0,1
62702,2471,22,3,42,63,0,280,206,VIP,0.25,0.35,Fast,0.18,0,0
62703,233,119,11,86,70,2,267,251,General,0.2,0.94,Fast,0.4,0,1
62704,4004,12,0,15,61,1,191,196,VIP,0.18,0.36,Fast,0.32,1,0
62705,205,136,11,9,71,2,204,167,General,0.28,0.87,Medium,0.32,0,0
62706,433,96,10,57,73,2,296,241,General,0.14,0.31,Slow,0.87,1,0
62707,1338,29,6,47,72,2,319,212,Premium,0.25,0.29,Slow,0.71,1,0
62708,2473,42,0,79,44,1,111,178,VIP,0.22,0.75,Fast,0.16,0,0
62709,1183,28,0,65,54,1,215,224,Premium,0.07,0.75,Slow,0.61,1,0
62710,276,130,3,27,73,3,254,204,General,0.25,0.62,Fast,0.34,0,1
62711,2185,46,0,60,71,2,280,166,VIP,0.2,0.65,Slow,0.65,1,0
62712,2810,37,13,5,77,0,297,259,VIP,0.21,1,Fast,0.35,1,0
62713,102,128,14,25,71,0,355,162,General,0.46,0.74,Fast,0.22,0,1
62714,2661,33,0,51,66,1,250,288,VIP,0.21,1,Fast,0.43,1,0
62715,2417,30,0,56,52,1,183,134,VIP,0.22,1,Slow,0.89,1,0
62716,519,100,12,8,73,2,276,144,General,0.29,0.55,Fast,0.34,0,0
62717,1448,36,8,31,52,1,197,208,Premium,0.2,0,Medium,0.66,0,0
62718,3633,5,0,59,69,1,224,268,VIP,0.2,0.94,Slow,0.54,1,0
62719,2628,39,9,0,76,3,325,184,VIP,0.43,0.83,Medium,0.33,0,0
62720,3007,33,3,39,57,1,255,205,VIP,0.3,0.52,Medium,0.58,0,0
62721,120,143,12,24,70,2,328,198,General,0.32,0.48,Slow,0.89,1,1
62722,339,132,3,50,57,2,144,211,General,0.41,0.96,Fast,0.39,0,0
62723,3033,40,0,56,63,3,186,169,VIP,0.25,1,Slow,0.52,0,0
